"Broad Bean
Origin",Income group,Region,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Colombia,Upper middle income,Latin America & Caribbean,1.6119E+11,2.05707E+11,2.41711E+11,2.32494E+11,2.86104E+11,3.34454E+11,3.70574E+11,3.81867E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.1179E+11,3.30228E+11
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ghana,Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Colombia,Upper middle income,Latin America & Caribbean,1.6119E+11,2.05707E+11,2.41711E+11,2.32494E+11,2.86104E+11,3.34454E+11,3.70574E+11,3.81867E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.1179E+11,3.30228E+11
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Honduras,Lower middle income,Latin America & Caribbean,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174,23803230473
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
?ÿ,,,,,,,,,,,,,,,
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Costa Rica,Upper middle income,Latin America & Caribbean,22602721765,26743972912,30612927861,30562363430,37268616184,42262694504,46473131799,49745084870,50577769785,54775997556,57157995873,58174550212,60126014829
Ivory Coast,Lower middle income,Sub-Saharan Africa,17800887469,20343636059,24224905504,24277494337,24884503951,25381615976,26790577891,31264184741,35316494574,33131113901,35296979104,38053610009,43007045466
Nigeria,Lower middle income,Sub-Saharan Africa,2.36104E+11,2.75626E+11,3.37036E+11,2.9188E+11,3.6336E+11,4.10335E+11,4.59376E+11,5.14966E+11,5.68499E+11,4.94583E+11,4.0465E+11,3.75745E+11,3.9727E+11
Ghana,Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Haiti,Low income,Latin America & Caribbean,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995,9658084644
Colombia,Upper middle income,Latin America & Caribbean,1.6119E+11,2.05707E+11,2.41711E+11,2.32494E+11,2.86104E+11,3.34454E+11,3.70574E+11,3.81867E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.1179E+11,3.30228E+11
Guatemala,Upper middle income,Latin America & Caribbean,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
"Peru, Belize",Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
"Peru, Mad., Dom. Rep.",Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
,,,,,,,,,,,,,,,
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
?ÿ,,,,,,,,,,,,,,,
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Vanuatu,Lower middle income,East Asia & Pacific,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,849708342.7,887817896.3
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
"PNG, Vanuatu, Mad",Lower middle income,East Asia & Pacific,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,849708342.7,887817896.3
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
El Salvador,Lower middle income,Latin America & Caribbean,15999886400,17011750900,17986886200,17601616000,18447920000,20283780000,21386160000,21990970000,22593470000,23438240000,24154120000,24927970000,26056950000
El Salvador,Lower middle income,Latin America & Caribbean,15999886400,17011750900,17986886200,17601616000,18447920000,20283780000,21386160000,21990970000,22593470000,23438240000,24154120000,24927970000,26056950000
Honduras,Lower middle income,Latin America & Caribbean,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174,23803230473
Honduras,Lower middle income,Latin America & Caribbean,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174,23803230473
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
South America,Upper middle income,Latin America & Caribbean,1.6119E+11,2.05707E+11,2.41711E+11,2.32494E+11,2.86104E+11,3.34454E+11,3.70574E+11,3.81867E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.1179E+11,3.30228E+11
Mexico,Upper middle income,Latin America & Caribbean,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.07783E+12,1.15807E+12,1.22381E+12
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Sao Tome,Lower middle income,Sub-Saharan Africa,142775106.8,149146923.1,188021168.8,187821029,197454052.1,233213521.7,252560556,302925488.1,348941656.4,318265835.3,347545391.8,375040173.8,422296762.3
?ÿ,,,,,,,,,,,,,,,
?ÿ,,,,,,,,,,,,,,,
Sao Tome,Lower middle income,Sub-Saharan Africa,142775106.8,149146923.1,188021168.8,187821029,197454052.1,233213521.7,252560556,302925488.1,348941656.4,318265835.3,347545391.8,375040173.8,422296762.3
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
?ÿ,,,,,,,,,,,,,,,
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
?ÿ,,,,,,,,,,,,,,,
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Indonesia,Lower middle income,East Asia & Pacific,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01542E+12,1.04217E+12
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Haiti,Low income,Latin America & Caribbean,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995,9658084644
Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
Colombia,Upper middle income,Latin America & Caribbean,1.6119E+11,2.05707E+11,2.41711E+11,2.32494E+11,2.86104E+11,3.34454E+11,3.70574E+11,3.81867E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.1179E+11,3.30228E+11
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Indonesia,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Peru,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Nicaragua,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Nicaragua,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Nicaragua,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Papua New Guinea,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Nicaragua,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Nicaragua,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Tanzania,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Costa Rica,Upper middle income,Latin America & Caribbean,22602721765,26743972912,30612927861,30562363430,37268616184,42262694504,46473131799,49745084870,50577769785,54775997556,57157995873,58174550212,60126014829
Costa Rica,Upper middle income,Latin America & Caribbean,22602721765,26743972912,30612927861,30562363430,37268616184,42262694504,46473131799,49745084870,50577769785,54775997556,57157995873,58174550212,60126014829
"Trinidad, Tobago",High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Grenada,Upper middle income,Latin America & Caribbean,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1207454556
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Hawaii,High income,North America,1.38146E+13,1.44519E+13,1.47128E+13,1.44489E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75217E+13,1.82193E+13,1.87072E+13,1.94854E+13,2.04941E+13
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
